attr_path,pname,version,forge_type,origin_url,owner,repo,rev,rev_type,hash,fetch_url
_1oom,1oom,1.11.8,fetchFromGitHub,https://github.com/1oom-fork/1oom,1oom-fork,1oom,refs/tags/v1.11.8,tag,sha256-Y29Xc8ylXhpQO7dDl7z7XC7+RB4UOIRksZ8RtfaCiEc=,https://github.com/1oom-fork/1oom/archive/refs/tags/v1.11.8.tar.gz
_389-ds-base,389-ds-base,3.1.3,fetchFromGitHub,https://github.com/389ds/389-ds-base,389ds,389-ds-base,389-ds-base-3.1.3,tag,sha256-hRTK9xBu8v8+SGa/3IB8Alh/aGUiRRn2LmYOvXy0Yd4=,https://github.com/389ds/389-ds-base/archive/389-ds-base-3.1.3.tar.gz
abseil-cpp,abseil-cpp,20250814.1,fetchFromGitHub,https://github.com/abseil/abseil-cpp,abseil,abseil-cpp,refs/tags/20250814.1,tag,sha256-SCQDORhmJmTb0CYm15zjEa7dkwc+lpW2s1d4DsMRovI=,https://github.com/abseil/abseil-cpp/archive/refs/tags/20250814.1.tar.gz
abseil-cpp_202103,abseil-cpp,20210324.2,fetchFromGitHub,https://github.com/abseil/abseil-cpp,abseil,abseil-cpp,20210324.2,tag,sha256-fcxPhuI2eL/fnd6nT11p8DpUNwGNaXZmd03yOiZcOT0=,https://github.com/abseil/abseil-cpp/archive/20210324.2.tar.gz
abseil-cpp_202401,abseil-cpp,20240116.3,fetchFromGitHub,https://github.com/abseil/abseil-cpp,abseil,abseil-cpp,refs/tags/20240116.3,tag,sha256-VfC8kQtGlOew9iVKxQ7kIgqFMvHiDpSBhvyNOfneuwo=,https://github.com/abseil/abseil-cpp/archive/refs/tags/20240116.3.tar.gz
abseil-cpp_202407,abseil-cpp,20240722.1,fetchFromGitHub,https://github.com/abseil/abseil-cpp,abseil,abseil-cpp,refs/tags/20240722.1,tag,sha256-ir4hG2VIPv3se7JfWqCM/siLqFEFkmhMW/IGCocy6Pc=,https://github.com/abseil/abseil-cpp/archive/refs/tags/20240722.1.tar.gz
abseil-cpp_202505,abseil-cpp,20250512.1,fetchFromGitHub,https://github.com/abseil/abseil-cpp,abseil,abseil-cpp,refs/tags/20250512.1,tag,sha256-eB7OqTO9Vwts9nYQ/Mdq0Ds4T1KgmmpYdzU09VPWOhk=,https://github.com/abseil/abseil-cpp/archive/refs/tags/20250512.1.tar.gz
abseil-cpp_202508,abseil-cpp,20250814.1,fetchFromGitHub,https://github.com/abseil/abseil-cpp,abseil,abseil-cpp,refs/tags/20250814.1,tag,sha256-SCQDORhmJmTb0CYm15zjEa7dkwc+lpW2s1d4DsMRovI=,https://github.com/abseil/abseil-cpp/archive/refs/tags/20250814.1.tar.gz
acpica-tools,acpica-tools,20251212,fetchFromGitHub,https://github.com/acpica/acpica,acpica,acpica,refs/tags/20251212,tag,sha256-R2u93OzNv2/LcuxlqXBufGVv+rI3fNPMHl3VKcPn3VU=,https://github.com/acpica/acpica/archive/refs/tags/20251212.tar.gz
acr-cli,acr-cli,0.18,fetchFromGitHub,https://github.com/Azure/acr-cli,Azure,acr-cli,refs/tags/v0.18,tag,sha256-yMA+cbkmmwDwjPHTHVbxc+npyEklaGmDgCWXBUxlnyo=,https://github.com/Azure/acr-cli/archive/refs/tags/v0.18.tar.gz
adalanche,adalanche,2024.1.11,fetchFromGitHub,https://github.com/lkarlslund/adalanche,lkarlslund,adalanche,refs/tags/v2024.1.11,tag,sha256-SJa2PQCXTYdv5jMucpJOD2gC7Qk2dNdINHW4ZvLXSLw=,https://github.com/lkarlslund/adalanche/archive/refs/tags/v2024.1.11.tar.gz
advancecomp,advancecomp,2.6,fetchFromGitHub,https://github.com/amadvance/advancecomp,amadvance,advancecomp,refs/tags/v2.6,tag,sha256-MwXdXT/ZEvTcYV4DjhCUFflrPKBFu0fk5PmaWt4MMOU=,https://github.com/amadvance/advancecomp/archive/refs/tags/v2.6.tar.gz
aerospike,aerospike-server,8.0.0.10,fetchFromGitHub,https://github.com/aerospike/aerospike-server,aerospike,aerospike-server,8.0.0.10,tag,sha256-RZqlU6vF8w/w8YZRmDV1x/X6tMQ+I1HEwx2WA3zS7mc=,
affine,affine,0.26.2,fetchFromGitHub,https://github.com/toeverything/AFFiNE,toeverything,AFFiNE,refs/tags/v0.26.2,tag,sha256-qFJezmSNq6Uq6xvCGUITeidrChQiZWI6lw9ZX8PcwXc=,https://github.com/toeverything/AFFiNE/archive/refs/tags/v0.26.2.tar.gz
afsctool,afsctool,1.7.3,fetchFromGitHub,https://github.com/RJVB/afsctool,RJVB,afsctool,refs/tags/v1.7.3,tag,sha256-cZ0P9cygj+5GgkDRpQk7P9z8zh087fpVfrYXMRRVUAI=,https://github.com/RJVB/afsctool/archive/refs/tags/v1.7.3.tar.gz
aichat,aichat,0.30.0,fetchFromGitHub,https://github.com/sigoden/aichat,sigoden,aichat,refs/tags/v0.30.0,tag,sha256-xgTGii1xGtCc1OLoC53HAtQ+KVZNO1plB2GVtVBBlqs=,https://github.com/sigoden/aichat/archive/refs/tags/v0.30.0.tar.gz
alacritty,alacritty,0.16.1,fetchFromGitHub,https://github.com/alacritty/alacritty,alacritty,alacritty,refs/tags/v0.16.1,tag,sha256-IOPhnJ76kZ2djJjxJEUwWPvHDeeXbJAn1ClipTH7nWs=,https://github.com/alacritty/alacritty/archive/refs/tags/v0.16.1.tar.gz
alan,alan,3.0beta8,fetchFromGitHub,https://github.com/alan-if/alan,alan-if,alan,refs/tags/v3.0beta8,tag,sha256-9F99rr7tdkaGPHtD92ecmUxO6xrjQDRhGtSTVbMLz30=,https://github.com/alan-if/alan/archive/refs/tags/v3.0beta8.tar.gz
alejandra,alejandra,4.0.0,fetchFromGitHub,https://github.com/kamadorueda/alejandra,kamadorueda,alejandra,refs/tags/4.0.0,tag,sha256-Oi1n2ncF4/AWeY6X55o2FddIRICokbciqFYK64XorYk=,https://github.com/kamadorueda/alejandra/archive/refs/tags/4.0.0.tar.gz
algolia-cli,algolia-cli,1.7.3,fetchFromGitHub,https://github.com/algolia/cli,algolia,cli,refs/tags/v1.7.3,tag,sha256-m7PAD9EKrl7eBzRwCHDcH+eBcFnfXIDnIm6wvOtay5g=,https://github.com/algolia/cli/archive/refs/tags/v1.7.3.tar.gz
alire,alire,2.1.0,fetchFromGitHub,https://github.com/alire-project/alire,alire-project,alire,refs/tags/v2.1.0,tag,sha256-DfzCQu9xOe9JgX6RTrYOGTIS6EcPimLnd5pfXMtfRss=,
alist,alist,3.57.0,fetchFromGitHub,https://github.com/AlistGo/alist,AlistGo,alist,refs/tags/v3.57.0,tag,sha256-wwV65vxNSrGzP7TQ+nnjWS+dcCj/+67WcMPRbNqOVbQ=,https://github.com/AlistGo/alist/archive/refs/tags/v3.57.0.tar.gz
alive2,alive2,21.0,fetchFromGitHub,https://github.com/AliveToolkit/alive2,AliveToolkit,alive2,refs/tags/v21.0,tag,sha256-LL6/Epn6iHQJGKb8PX+U6zvXK/WTlvOIJPr6JuGRsSU=,https://github.com/AliveToolkit/alive2/archive/refs/tags/v21.0.tar.gz
amass,amass,5.0.1,fetchFromGitHub,https://github.com/OWASP/Amass,OWASP,Amass,refs/tags/v5.0.1,tag,sha256-uAuBWzEwppnmYacfPI7MZUW+7PdSs3EqYm1WQI4fthQ=,https://github.com/OWASP/Amass/archive/refs/tags/v5.0.1.tar.gz
amazon-cloudwatch-agent,amazon-cloudwatch-agent,1.300064.0,fetchFromGitHub,https://github.com/aws/amazon-cloudwatch-agent,aws,amazon-cloudwatch-agent,refs/tags/v1.300064.0,tag,sha256-998kXLAwhSepDOrKGXRrOfrw9SU8tfxtYmPQNUQWhlI=,https://github.com/aws/amazon-cloudwatch-agent/archive/refs/tags/v1.300064.0.tar.gz
amazon-ssm-agent,amazon-ssm-agent,3.3.3598.0,fetchFromGitHub,https://github.com/aws/amazon-ssm-agent,aws,amazon-ssm-agent,refs/tags/3.3.3598.0,tag,sha256-keagFjifd3Ok3mgheDAb9OSGHmd3HBOo5I0WaBHWJzE=,https://github.com/aws/amazon-ssm-agent/archive/refs/tags/3.3.3598.0.tar.gz
amd-blis,amd-blis,5.1,fetchFromGitHub,https://github.com/amd/blis,amd,blis,5.1,tag,sha256-hqb/Q1CBqtC4AXqHNd7voewGUD675hJ9IwvP3Mn9b+M=,https://github.com/amd/blis/archive/5.1.tar.gz
amd-libflame,amd-libflame,5.1,fetchFromGitHub,https://github.com/amd/libflame,amd,libflame,refs/tags/5.1,tag,sha256-9Z0e6RCJfqQlq3oT4fBu8rwPH1OWEKQ52rVDa0Y0rJU=,https://github.com/amd/libflame/archive/refs/tags/5.1.tar.gz
amf-headers,amf-headers,1.5.0,fetchFromGitHub,https://github.com/GPUOpen-LibrariesAndSDKs/AMF,GPUOpen-LibrariesAndSDKs,AMF,refs/tags/v1.5.0,tag,sha256-ZVC1e4S5CNpfl3ewHR9aVfYwxDBE7/BJ6OyH2kF00fQ=,https://github.com/GPUOpen-LibrariesAndSDKs/AMF/archive/refs/tags/v1.5.0.tar.gz
amiberry,amiberry,5.7.4,fetchFromGitHub,https://github.com/BlitterStudio/amiberry,BlitterStudio,amiberry,refs/tags/v5.7.4,tag,sha256-EOoVJYefX2pQ2Zz9bLD1RS47u/+7ZWTMwZYha0juF64=,https://github.com/BlitterStudio/amiberry/archive/refs/tags/v5.7.4.tar.gz
android-file-transfer,android-file-transfer,4.5,fetchFromGitHub,https://github.com/whoozle/android-file-transfer-linux,whoozle,android-file-transfer-linux,refs/tags/v4.5,tag,sha256-G+ErwZ/F8Cl8WLSzC+5LrEWWqNZL3xDMBvx/gjkgAXk=,https://github.com/whoozle/android-file-transfer-linux/archive/refs/tags/v4.5.tar.gz
angband,angband,4.2.6,fetchFromGitHub,https://github.com/angband/angband,angband,angband,4.2.6,tag,sha256-lx2EfE3ylcH1vLAHwNT1me1l4e4Jspkw4YJIAOlu/0E=,https://github.com/angband/angband/archive/4.2.6.tar.gz
angr-management,angr-management,9.2.154,fetchFromGitHub,https://github.com/angr/angr-management,angr,angr-management,refs/tags/v9.2.154,tag,sha256-ZaQRXCt6u5FGApiXTToJdIXBnBLv3emo13YG5ip0lJA=,https://github.com/angr/angr-management/archive/refs/tags/v9.2.154.tar.gz
anilibria-winmaclinux,anilibria-winmaclinux,2.2.34,fetchFromGitHub,https://github.com/anilibria/anilibria-winmaclinux,anilibria,anilibria-winmaclinux,refs/tags/2.2.34,tag,sha256-58NFlB6viWXG13J+RBzMj6LlYFClpWpGQ/aCNxJ5wKQ=,https://github.com/anilibria/anilibria-winmaclinux/archive/refs/tags/2.2.34.tar.gz
anki,anki,25.09.2,fetchFromGitHub,https://github.com/ankitects/anki,ankitects,anki,25.09.2,tag,sha256-0hLTQR7f7s58DUgAZbDeREMee6VrqAKHyhS1Hs/Em1A=,
anki-sync-server,anki-sync-server,25.09.2,fetchFromGitHub,https://github.com/ankitects/anki,ankitects,anki,25.09.2,tag,sha256-0hLTQR7f7s58DUgAZbDeREMee6VrqAKHyhS1Hs/Em1A=,
antares,antares,0.7.35,fetchFromGitHub,https://github.com/antares-sql/antares,antares-sql,antares,refs/tags/v0.7.35,tag,sha256-A/ievIKXfFGu90aijxhmEWvfg2RqDtd7AtU+iyma3lU=,https://github.com/antares-sql/antares/archive/refs/tags/v0.7.35.tar.gz
apache-airflow,apache-airflow,3.1.6,fetchFromGitHub,https://github.com/apache/airflow,apache,airflow,refs/tags/3.1.6,tag,sha256-wC6C0jhCA76/+KhBQbe3WeSGqR6FwaudCT5xPV39Z6c=,https://github.com/apache/airflow/archive/refs/tags/3.1.6.tar.gz
apache-orc,apache-orc,2.2.1,fetchFromGitHub,https://github.com/apache/orc,apache,orc,refs/tags/v2.2.1,tag,sha256-H7nowl2pq31RIAmTUz15x48Wc99MljFJboc4F7Ln/zk=,https://github.com/apache/orc/archive/refs/tags/v2.2.1.tar.gz
apmplanner2,apmplanner2,2.0.28,fetchFromGitHub,https://github.com/ArduPilot/apm_planner,ArduPilot,apm_planner,2.0.28,tag,0wvbfjnnf7sh6fpgw8gimh5hgzywj3nwrgr80r782f5gayd3v2l1,https://github.com/ArduPilot/apm_planner/archive/2.0.28.tar.gz
appimageupdate,appimageupdate,2.0.0-alpha-1-20251018,fetchFromGitHub,https://github.com/AppImageCommunity/AppImageUpdate,AppImageCommunity,AppImageUpdate,2.0.0-alpha-1-20251018,tag,sha256-S3MRBTtPc4S6lqvAZpbZFgOVgsX6GpHZ8PkwEtipT1M=,https://github.com/AppImageCommunity/AppImageUpdate/archive/2.0.0-alpha-1-20251018.tar.gz
appimageupdate-qt,appimageupdate,2.0.0-alpha-1-20251018,fetchFromGitHub,https://github.com/AppImageCommunity/AppImageUpdate,AppImageCommunity,AppImageUpdate,2.0.0-alpha-1-20251018,tag,sha256-S3MRBTtPc4S6lqvAZpbZFgOVgsX6GpHZ8PkwEtipT1M=,https://github.com/AppImageCommunity/AppImageUpdate/archive/2.0.0-alpha-1-20251018.tar.gz
appstream,appstream,1.1.2,fetchFromGitHub,https://github.com/ximion/appstream,ximion,appstream,v1.1.2,tag,sha256-tvdWWdL6PthffAZZnNZ3+17/eJdZFx8xFkqm7IvyPWE=,https://github.com/ximion/appstream/archive/v1.1.2.tar.gz
apvlv,apvlv,0.7.0,fetchFromGitHub,https://github.com/naihe2010/apvlv,naihe2010,apvlv,refs/tags/v0.7.0-final,tag,sha256-PDqH3nROR16q11dHIkC5+jAiRSIIfp52M8o4IT1BaT0=,https://github.com/naihe2010/apvlv/archive/refs/tags/v0.7.0-final.tar.gz
apx,apx,2.4.5,fetchFromGitHub,https://github.com/Vanilla-OS/apx,Vanilla-OS,apx,refs/tags/v2.4.5,tag,sha256-0Rfj7hrH26R9GHOPPVdCaeb1bfAw9KnPpJYXyiei90U=,https://github.com/Vanilla-OS/apx/archive/refs/tags/v2.4.5.tar.gz
arc-theme,arc-theme,20221218,fetchFromGitHub,https://github.com/jnsh/arc-theme,jnsh,arc-theme,refs/tags/20221218,tag,sha256-7VmqsUCeG5GwmrVdt9BJj0eZ/1v+no/05KwGFb7E9ns=,https://github.com/jnsh/arc-theme/archive/refs/tags/20221218.tar.gz
ardour,ardour,9.0,fetchgit,git://git.ardour.org/ardour/ardour.git,,,9.0,tag,sha256-zgWNKYN45qa2xLWnL3W/UWfRVBJN3+hya9dpIZLLJvo=,
ardour_8,ardour,8.12,fetchgit,git://git.ardour.org/ardour/ardour.git,,,8.12,tag,sha256-4IgBQ53cwPA35YwNQyo+qBqsMGv+TLn6w1zaDX97erE=,
arduino-cli,arduino-cli,1.4.1,fetchFromGitHub,https://github.com/arduino/arduino-cli,arduino,arduino-cli,refs/tags/v1.4.1,tag,sha256-2m0V7yj6C7Lvlu9RaM54pbGKSwrek6WYuwH1yqYHdB0=,https://github.com/arduino/arduino-cli/archive/refs/tags/v1.4.1.tar.gz
arduino-create-agent,arduino-create-agent,1.7.0,fetchFromGitHub,https://github.com/arduino/arduino-create-agent,arduino,arduino-create-agent,1.7.0,tag,sha256-L77LDMe6KTwQ2qAx3OT1O27h4DhAjZzcs8WL/N7E8hI=,https://github.com/arduino/arduino-create-agent/archive/1.7.0.tar.gz
arelle,arelle,2.38.7,fetchFromGitHub,https://github.com/Arelle/Arelle,Arelle,Arelle,refs/tags/2.38.7,tag,sha256-9ARMEXqoiBuAnj8hRrA1PqArmTMmRMP1BwASekOTQoc=,https://github.com/Arelle/Arelle/archive/refs/tags/2.38.7.tar.gz
argbash,argbash,2.11.0,fetchFromGitHub,https://github.com/matejak/argbash,matejak,argbash,2.11.0,tag,sha256-B8581sA3dxmHiJqQhmXSChiWaPIFqiLLFUMnwAlCLJs=,https://github.com/matejak/argbash/archive/2.11.0.tar.gz
argo-rollouts,argo-rollouts,1.8.4,fetchFromGitHub,https://github.com/argoproj/argo-rollouts,argoproj,argo-rollouts,v1.8.4,tag,sha256-LT5RV5dBqcEloKUm9RCDxPncxScYVlYVWWYUld1iO0M=,https://github.com/argoproj/argo-rollouts/archive/v1.8.4.tar.gz
argocd,argocd,3.3.2,fetchFromGitHub,https://github.com/argoproj/argo-cd,argoproj,argo-cd,refs/tags/v3.3.2,tag,sha256-cxjBXT/YvhC8GA5Btjyqsy5FBescie9f+yfj/6wNV24=,https://github.com/argoproj/argo-cd/archive/refs/tags/v3.3.2.tar.gz
armTrustedFirmwareAllwinner,arm-trusted-firmware-sun50i_a64,2.13.0,fetchFromGitHub,https://github.com/ARM-software/arm-trusted-firmware,ARM-software,arm-trusted-firmware,refs/tags/v2.13.0,tag,sha256-rxm5RCjT/MyMCTxiEC8jQeFMrCggrb2DRbs/qDPXb20=,https://github.com/ARM-software/arm-trusted-firmware/archive/refs/tags/v2.13.0.tar.gz
armTrustedFirmwareAllwinnerH6,arm-trusted-firmware-sun50i_h6,2.13.0,fetchFromGitHub,https://github.com/ARM-software/arm-trusted-firmware,ARM-software,arm-trusted-firmware,refs/tags/v2.13.0,tag,sha256-rxm5RCjT/MyMCTxiEC8jQeFMrCggrb2DRbs/qDPXb20=,https://github.com/ARM-software/arm-trusted-firmware/archive/refs/tags/v2.13.0.tar.gz
armTrustedFirmwareAllwinnerH616,arm-trusted-firmware-sun50i_h616,2.13.0,fetchFromGitHub,https://github.com/ARM-software/arm-trusted-firmware,ARM-software,arm-trusted-firmware,refs/tags/v2.13.0,tag,sha256-rxm5RCjT/MyMCTxiEC8jQeFMrCggrb2DRbs/qDPXb20=,https://github.com/ARM-software/arm-trusted-firmware/archive/refs/tags/v2.13.0.tar.gz
armTrustedFirmwareQemu,arm-trusted-firmware-qemu,2.13.0,fetchFromGitHub,https://github.com/ARM-software/arm-trusted-firmware,ARM-software,arm-trusted-firmware,refs/tags/v2.13.0,tag,sha256-rxm5RCjT/MyMCTxiEC8jQeFMrCggrb2DRbs/qDPXb20=,https://github.com/ARM-software/arm-trusted-firmware/archive/refs/tags/v2.13.0.tar.gz
armTrustedFirmwareRK3328,arm-trusted-firmware-rk3328,2.13.0,fetchFromGitHub,https://github.com/ARM-software/arm-trusted-firmware,ARM-software,arm-trusted-firmware,refs/tags/v2.13.0,tag,sha256-rxm5RCjT/MyMCTxiEC8jQeFMrCggrb2DRbs/qDPXb20=,https://github.com/ARM-software/arm-trusted-firmware/archive/refs/tags/v2.13.0.tar.gz
armTrustedFirmwareRK3399,arm-trusted-firmware-rk3399,2.13.0,fetchFromGitHub,https://github.com/ARM-software/arm-trusted-firmware,ARM-software,arm-trusted-firmware,refs/tags/v2.13.0,tag,sha256-rxm5RCjT/MyMCTxiEC8jQeFMrCggrb2DRbs/qDPXb20=,https://github.com/ARM-software/arm-trusted-firmware/archive/refs/tags/v2.13.0.tar.gz
armTrustedFirmwareRK3568,arm-trusted-firmware-rk3568,2.13.0,fetchFromGitHub,https://github.com/ARM-software/arm-trusted-firmware,ARM-software,arm-trusted-firmware,refs/tags/v2.13.0,tag,sha256-rxm5RCjT/MyMCTxiEC8jQeFMrCggrb2DRbs/qDPXb20=,https://github.com/ARM-software/arm-trusted-firmware/archive/refs/tags/v2.13.0.tar.gz
armTrustedFirmwareRK3588,arm-trusted-firmware-rk3588,2.13.0,fetchFromGitHub,https://github.com/ARM-software/arm-trusted-firmware,ARM-software,arm-trusted-firmware,refs/tags/v2.13.0,tag,sha256-rxm5RCjT/MyMCTxiEC8jQeFMrCggrb2DRbs/qDPXb20=,https://github.com/ARM-software/arm-trusted-firmware/archive/refs/tags/v2.13.0.tar.gz
armTrustedFirmwareS905,arm-trusted-firmware-gxbb,2.13.0,fetchFromGitHub,https://github.com/ARM-software/arm-trusted-firmware,ARM-software,arm-trusted-firmware,refs/tags/v2.13.0,tag,sha256-rxm5RCjT/MyMCTxiEC8jQeFMrCggrb2DRbs/qDPXb20=,https://github.com/ARM-software/arm-trusted-firmware/archive/refs/tags/v2.13.0.tar.gz
armTrustedFirmwareTools,arm-trusted-firmware,2.13.0,fetchFromGitHub,https://github.com/ARM-software/arm-trusted-firmware,ARM-software,arm-trusted-firmware,refs/tags/v2.13.0,tag,sha256-rxm5RCjT/MyMCTxiEC8jQeFMrCggrb2DRbs/qDPXb20=,https://github.com/ARM-software/arm-trusted-firmware/archive/refs/tags/v2.13.0.tar.gz
armips,armips,0.11.0,fetchFromGitHub,https://github.com/Kingcom/armips,Kingcom,armips,refs/tags/v0.11.0,tag,sha256-L+Uxww/WtvDJn1xZqoqA6Pkzq/98sy1qTxZbv6eEjbA=,https://github.com/Kingcom/armips/archive/refs/tags/v0.11.0.tar.gz
arrow-cpp,arrow-cpp,23.0.0,fetchFromGitHub,https://github.com/apache/arrow,apache,arrow,apache-arrow-23.0.0,tag,sha256-BluUlbtGJwvlrpN/c/KziOfFh5dvzZyuCy4JZkkFea4=,https://github.com/apache/arrow/archive/apache-arrow-23.0.0.tar.gz
arrow-glib,arrow-glib,23.0.0,fetchFromGitHub,https://github.com/apache/arrow,apache,arrow,apache-arrow-23.0.0,tag,sha256-BluUlbtGJwvlrpN/c/KziOfFh5dvzZyuCy4JZkkFea4=,https://github.com/apache/arrow/archive/apache-arrow-23.0.0.tar.gz
asdf-vm,asdf-vm,0.18.0,fetchFromGitHub,https://github.com/asdf-vm/asdf,asdf-vm,asdf,refs/tags/v0.18.0,tag,sha256-BBd+MiRISjMz2m29nNIakG79Oy1k7bZI/Q24QQNp5CY=,https://github.com/asdf-vm/asdf/archive/refs/tags/v0.18.0.tar.gz
assaultcube,assaultcube,1.3.0.2,fetchFromGitHub,https://github.com/assaultcube/AC,assaultcube,AC,refs/tags/v1.3.0.2,tag,sha256-6UfOKgI+6rMGNHlRQnVCm/zD3wCKwbeOD7jgxH8aY2M=,https://github.com/assaultcube/AC/archive/refs/tags/v1.3.0.2.tar.gz
astral,astral,5.7.1,fetchFromGitHub,https://github.com/smirarab/ASTRAL,smirarab,ASTRAL,v5.7.1,tag,sha256-VhcsX9BxiZ0nISN6Xe4N+kq0iBMCtNhyxDrm9cwXfBA=,https://github.com/smirarab/ASTRAL/archive/v5.7.1.tar.gz
astromenace,astromenace,1.4.3,fetchFromGitHub,https://github.com/viewizard/astromenace,viewizard,astromenace,v1.4.3,tag,sha256-W6d+8iw7/r2qJbE75U7egxqvK2HXaKzk+GtnspZRAxk=,https://github.com/viewizard/astromenace/archive/v1.4.3.tar.gz
async-profiler,async-profiler,4.3,fetchFromGitHub,https://github.com/jvm-profiling-tools/async-profiler,jvm-profiling-tools,async-profiler,refs/tags/v4.3,tag,sha256-wysOjirCfxm0SmwDW7GS+S73lAT8/0g4avu7T5+qy2Q=,https://github.com/jvm-profiling-tools/async-profiler/archive/refs/tags/v4.3.tar.gz
atf,atf,0.23,fetchFromGitHub,https://github.com/freebsd/atf,freebsd,atf,refs/tags/atf-0.23,tag,sha256-g9cXeiCaiyGQXtg6eyrbRQpqk4VLGSFuhfPB+ynbDIo=,https://github.com/freebsd/atf/archive/refs/tags/atf-0.23.tar.gz
atmos,atmos,1.194.1,fetchFromGitHub,https://github.com/cloudposse/atmos,cloudposse,atmos,refs/tags/v1.194.1,tag,sha256-vQVkuvmqVbwvpcfzgNfI0aGKhEIaQC2626nBppoNsuM=,https://github.com/cloudposse/atmos/archive/refs/tags/v1.194.1.tar.gz
atril,atril,1.28.3,fetchFromGitHub,https://github.com/mate-desktop/atril,mate-desktop,atril,refs/tags/v1.28.3,tag,sha256-y+J/goOl5ol3j0ySLkyQSndS8zc+dOKhyrPv0FmVkZg=,
atuin,atuin,18.12.1,fetchFromGitHub,https://github.com/atuinsh/atuin,atuinsh,atuin,refs/tags/v18.12.1,tag,sha256-ojIL8Iy74UgFE4Mp75oHWbZDsFRKRhOBdkPP/TtZpz4=,https://github.com/atuinsh/atuin/archive/refs/tags/v18.12.1.tar.gz
audacity,audacity,3.7.7,fetchFromGitHub,https://github.com/audacity/audacity,audacity,audacity,Audacity-3.7.7,tag,sha256-UyQffN9vOSD3uDk4jpYGsjH577pU4V7FpFAu0xdsXUA=,https://github.com/audacity/audacity/archive/Audacity-3.7.7.tar.gz
auditbeat,auditbeat,7.17.27,fetchFromGitHub,https://github.com/elastic/beats,elastic,beats,v7.17.27,tag,sha256-TzcKB1hIHe1LNZ59GcvR527yvYqPKNXPIhpWH2vyMTY=,https://github.com/elastic/beats/archive/v7.17.27.tar.gz
auditbeat7,auditbeat,7.17.27,fetchFromGitHub,https://github.com/elastic/beats,elastic,beats,v7.17.27,tag,sha256-TzcKB1hIHe1LNZ59GcvR527yvYqPKNXPIhpWH2vyMTY=,https://github.com/elastic/beats/archive/v7.17.27.tar.gz
auto-editor,auto-editor,29.7.0,fetchFromGitHub,https://github.com/WyattBlue/auto-editor,WyattBlue,auto-editor,refs/tags/29.7.0,tag,sha256-R1GnvFjC/nq/gIiX6rUxP7qR3IfpGfc4Ci28AIk4CfQ=,https://github.com/WyattBlue/auto-editor/archive/refs/tags/29.7.0.tar.gz
autotier,autotier,1.2.0,fetchFromGitHub,https://github.com/45Drives/autotier,45Drives,autotier,refs/tags/v1.2.0,tag,sha256-Pf1baDJsyt0ScASWrrgMu8+X5eZPGJSu0/LDQNHe1Ok=,https://github.com/45Drives/autotier/archive/refs/tags/v1.2.0.tar.gz
aws-c-common,aws-c-common,0.12.4,fetchFromGitHub,https://github.com/awslabs/aws-c-common,awslabs,aws-c-common,v0.12.4,tag,sha256-hKCIPZlLPyH7D3Derk2onyqTzWGUtCx+f2+EKtAKlwA=,https://github.com/awslabs/aws-c-common/archive/v0.12.4.tar.gz
aws-c-io,aws-c-io,0.22.0,fetchFromGitHub,https://github.com/awslabs/aws-c-io,awslabs,aws-c-io,v0.22.0,tag,sha256-NOEjXk4s/FV4CdmyXOr4Oh2y+pFNrUMP/Sy+X+fVQc4=,https://github.com/awslabs/aws-c-io/archive/v0.22.0.tar.gz
aws-iam-authenticator,aws-iam-authenticator,0.7.11,fetchFromGitHub,https://github.com/kubernetes-sigs/aws-iam-authenticator,kubernetes-sigs,aws-iam-authenticator,refs/tags/v0.7.11,tag,sha256-ObvzeAqvECQ3wdILg5fLSvANWG19PcWfE+IlN145N+A=,https://github.com/kubernetes-sigs/aws-iam-authenticator/archive/refs/tags/v0.7.11.tar.gz
aws-lc,aws-lc,1.67.0,fetchFromGitHub,https://github.com/aws/aws-lc,aws,aws-lc,v1.67.0,tag,sha256-p58Re3HvBY/nzyCFvM5Ntx7Mb5OgcNQoZNloAJitDTY=,https://github.com/aws/aws-lc/archive/v1.67.0.tar.gz
aws-sam-cli,aws-sam-cli,1.154.0,fetchFromGitHub,https://github.com/aws/aws-sam-cli,aws,aws-sam-cli,refs/tags/v1.154.0,tag,sha256-wy6LZbWmK5rb0foFttPOvDOsFtrQNFc8mGBP9WTzVyw=,https://github.com/aws/aws-sam-cli/archive/refs/tags/v1.154.0.tar.gz
aws-sdk-cpp,aws-sdk-cpp,1.11.647,fetchFromGitHub,https://github.com/aws/aws-sdk-cpp,aws,aws-sdk-cpp,refs/tags/1.11.647,tag,sha256-RJKR0xw3HTNItaLGyYCjibmfK3UBDA4hfAZzQ0xYg9U=,https://github.com/aws/aws-sdk-cpp/archive/refs/tags/1.11.647.tar.gz
awsume,awsume,4.5.5,fetchFromGitHub,https://github.com/trek10inc/awsume,trek10inc,awsume,refs/tags/4.5.5,tag,sha256-lm9YANYckyHDoNbB1wytBm55iyBmUuxFPmZupfpReqc=,https://github.com/trek10inc/awsume/archive/refs/tags/4.5.5.tar.gz
ayatana-indicator-session,ayatana-indicator-session,24.5.1,fetchFromGitHub,https://github.com/AyatanaIndicators/ayatana-indicator-session,AyatanaIndicators,ayatana-indicator-session,refs/tags/24.5.1,tag,sha256-jqcgQTsC4VBit3wwtKKTdEG71CUPJpeMtpzikE4IGhE=,https://github.com/AyatanaIndicators/ayatana-indicator-session/archive/refs/tags/24.5.1.tar.gz
